ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/11/037/10,011037,Индекс турбулентности,10,"ave < 0,1","0,4 ≤ peak < 0,5",,,,Operational,PDF
bufr4/0/11/037/11,011037,Индекс турбулентности,11,"0,1 ≤ ave < 0,2","0,4 ≤ peak < 0,5",,,,Operational,PDF
bufr4/0/11/037/12,011037,Индекс турбулентности,12,"0,2 ≤ ave < 0,3","0,4 ≤ peak < 0,5",,,,Operational,PDF
bufr4/0/11/037/13,011037,Индекс турбулентности,13,"0,3 ≤ ave < 0,4","0,4 ≤ peak < 0,5",,,,Operational,PDF
bufr4/0/11/037/14,011037,Индекс турбулентности,14,"0,4 ≤ ave < 0,5","0,4 ≤ peak < 0,5",,,,Operational,PDF
bufr4/0/11/037/15,011037,Индекс турбулентности,15,"ave < 0,1","0,5 ≤ peak < 0,8",,,,Operational,PDF
bufr4/0/11/037/16,011037,Индекс турбулентности,16,"0,1 ≤ ave < 0,2","0,5 ≤ peak < 0,8",,,,Operational,PDF
bufr4/0/11/037/17,011037,Индекс турбулентности,17,"0,2 ≤ ave < 0,3","0,5 ≤ peak < 0,8",,,,Operational,PDF
bufr4/0/11/037/18,011037,Индекс турбулентности,18,"0,3 ≤ ave < 0,4","0,5 ≤ peak < 0,8",,,,Operational,PDF
bufr4/0/11/037/19,011037,Индекс турбулентности,19,"0,4 ≤ ave < 0,5","0,5 ≤ peak < 0,8",,,,Operational,PDF
bufr4/0/11/037/20,011037,Индекс турбулентности,20,"0,5 ≤ ave < 0,8","0,5 ≤ peak < 0,8",,,,Operational,PDF
bufr4/0/11/037/21,011037,Индекс турбулентности,21,"ave < 0,1","0,8 ≤ peak",,,,Operational,PDF
bufr4/0/11/037/22,011037,Индекс турбулентности,22,"0,1 ≤ ave < 0,2","0,8 ≤ peak",,,,Operational,PDF
bufr4/0/11/037/23,011037,Индекс турбулентности,23,"0,2 ≤ ave < 0,3","0,8 ≤ peak",,,,Operational,PDF
bufr4/0/11/037/24,011037,Индекс турбулентности,24,"0,3 ≤ ave < 0,4","0,8 ≤ peak",,,,Operational,PDF
bufr4/0/11/037/25,011037,Индекс турбулентности,25,"0,4 ≤ ave < 0,5","0,8 ≤ peak",,,,Operational,PDF
bufr4/0/11/037/26,011037,Индекс турбулентности,26,"0,5 ≤ ave < 0,8","0,8 ≤ peak",,,,Operational,PDF
bufr4/0/11/037/27,011037,Индекс турбулентности,27,"0,8 ≤ ave","0,8 ≤ peak",,,,Operational,PDF
bufr4/0/11/037/28,011037,Индекс турбулентности,28,Нуль,Нуль,,,,Operational,PDF
bufr4/0/11/037/29-62,011037,Индекс турбулентности,29-62,Зарезервированы,Зарезервированы,,,,Operational,PDF
bufr4/0/11/037/63,011037,Индекс турбулентности,63,Отсутствующее значение,Отсутствующее значение,,,,Operational,PDF
bufr4/0/11/038/0,011038,Время наступления пиковой скорости вихревой диссипации,0,min < 1,,,,,Operational,PDF
bufr4/0/11/038/1,011038,Время наступления пиковой скорости вихревой диссипации,1,1 ≤ min < 2,,,,,Operational,PDF
bufr4/0/11/038/2,011038,Время наступления пиковой скорости вихревой диссипации,2,2 ≤ min < 3,,,,,Operational,PDF
bufr4/0/11/038/3,011038,Время наступления пиковой скорости вихревой диссипации,3,3 ≤ min < 4,,,,,Operational,PDF
bufr4/0/11/038/4,011038,Время наступления пиковой скорости вихревой диссипации,4,4 ≤ min < 5,,,,,Operational,PDF
bufr4/0/11/038/5,011038,Время наступления пиковой скорости вихревой диссипации,5,5 ≤ min < 6,,,,,Operational,PDF
bufr4/0/11/038/6,011038,Время наступления пиковой скорости вихревой диссипации,6,6 ≤ min < 7,,,,,Operational,PDF
bufr4/0/11/038/7,011038,Время наступления пиковой скорости вихревой диссипации,7,7 ≤ min < 8,,,,,Operational,PDF
bufr4/0/11/038/8,011038,Время наступления пиковой скорости вихревой диссипации,8,8 ≤ min < 9,,,,,Operational,PDF
bufr4/0/11/038/9,011038,Время наступления пиковой скорости вихревой диссипации,9,9 ≤ min < 10,,,,,Operational,PDF
bufr4/0/11/038/10,011038,Время наступления пиковой скорости вихревой диссипации,10,10 ≤ min < 11,,,,,Operational,PDF
bufr4/0/11/038/11,011038,Время наступления пиковой скорости вихревой диссипации,11,11 ≤ min < 12,,,,,Operational,PDF
bufr4/0/11/038/12,011038,Время наступления пиковой скорости вихревой диссипации,12,12 ≤ min < 13,,,,,Operational,PDF
bufr4/0/11/038/13,011038,Время наступления пиковой скорости вихревой диссипации,13,13 ≤ min < 14,,,,,Operational,PDF
bufr4/0/11/038/14,011038,Время наступления пиковой скорости вихревой диссипации,14,14 ≤ min < 15,,,,,Operational,PDF
bufr4/0/11/038/15,011038,Время наступления пиковой скорости вихревой диссипации,15,Информации о времени не имеется,,,,,Operational,PDF
bufr4/0/11/038/16-30,011038,Время наступления пиковой скорости вихревой диссипации,16-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/11/038/31,011038,Время наступления пиковой скорости вихревой диссипации,31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/11/039/0,011039,Расширенное время наступления пиковой скорости вихревой диссипации,0,min < 1,,,,,Operational,PDF
bufr4/0/11/039/1,011039,Расширенное время наступления пиковой скорости вихревой диссипации,1,1 ≤ min < 2,,,,,Operational,PDF
bufr4/0/11/039/2,011039,Расширенное время наступления пиковой скорости вихревой диссипации,2,2 ≤ min < 3,,,,,Operational,PDF
bufr4/0/11/039/3,011039,Расширенное время наступления пиковой скорости вихревой диссипации,3,3 ≤ min < 4,,,,,Operational,PDF
bufr4/0/11/039/4,011039,Расширенное время наступления пиковой скорости вихревой диссипации,4,4 ≤ min < 5,,,,,Operational,PDF
bufr4/0/11/039/5,011039,Расширенное время наступления пиковой скорости вихревой диссипации,5,5 ≤ min < 6,,,,,Operational,PDF
bufr4/0/11/039/6,011039,Расширенное время наступления пиковой скорости вихревой диссипации,6,6 ≤ min < 7,,,,,Operational,PDF
bufr4/0/11/039/7,011039,Расширенное время наступления пиковой скорости вихревой диссипации,7,7 ≤ min < 8,,,,,Operational,PDF
bufr4/0/11/039/8,011039,Расширенное время наступления пиковой скорости вихревой диссипации,8,8 ≤ min < 9,,,,,Operational,PDF
bufr4/0/11/039/9,011039,Расширенное время наступления пиковой скорости вихревой диссипации,9,9 ≤ min < 10,,,,,Operational,PDF
bufr4/0/11/039/10,011039,Расширенное время наступления пиковой скорости вихревой диссипации,10,10 ≤ min < 11,,,,,Operational,PDF
bufr4/0/11/039/11,011039,Расширенное время наступления пиковой скорости вихревой диссипации,11,11 ≤ min < 12,,,,,Operational,PDF
bufr4/0/11/039/12,011039,Расширенное время наступления пиковой скорости вихревой диссипации,12,12 ≤ min < 13,,,,,Operational,PDF
bufr4/0/11/039/13,011039,Расширенное время наступления пиковой скорости вихревой диссипации,13,13 ≤ min < 14,,,,,Operational,PDF
bufr4/0/11/039/14,011039,Расширенное время наступления пиковой скорости вихревой диссипации,14,14 ≤ min < 15,,,,,Operational,PDF
bufr4/0/11/039/15-59,011039,Расширенное время наступления пиковой скорости вихревой диссипации,15-59,"Как и выше, до значения 59 ≤ min < 60",,,,,Operational,PDF
bufr4/0/11/039/60,011039,Расширенное время наступления пиковой скорости вихревой диссипации,60,Информации о времени не имеется,,,,,Operational,PDF
bufr4/0/11/039/61-62,011039,Расширенное время наступления пиковой скорости вихревой диссипации,61-62,Зарезервированы,,,,,Operational,PDF
bufr4/0/11/039/63,011039,Расширенное время наступления пиковой скорости вихревой диссипации,63,Отсутствующее значение,,,,,Operational,PDF
