ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/21/007/8/025017,21,Категория 21 — Последовательности радиолокационных сводок,321007,(Коррекции),,025017,Коррекция затухания в осадках,,,,Operational,PDF
bufr4/3/21/008/1/025006,21,Категория 21 — Последовательности радиолокационных сводок,321008,(Конверсия Z в R),,025006,Конверсия Z в R,,,,Operational,PDF
bufr4/3/21/008/2/025007,21,Категория 21 — Последовательности радиолокационных сводок,321008,(Конверсия Z в R),,025007,Фактор конверсии Z в R,,,,Operational,PDF
bufr4/3/21/008/3/025008,21,Категория 21 — Последовательности радиолокационных сводок,321008,(Конверсия Z в R),,025008,Экспонента конверсии Z в R,,,,Operational,PDF
bufr4/3/21/009/1/025018,21,Категория 21 — Последовательности радиолокационных сводок,321009,(Законы от A до Z),,025018,Закон от A до Z для коэффициента затухания,,,,Operational,PDF
bufr4/3/21/009/2/025019,21,Категория 21 — Последовательности радиолокационных сводок,321009,(Законы от A до Z),,025019,Закон от A до Z для экспоненты затухания,,,,Operational,PDF
bufr4/3/21/010/1/002101,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002101,Тип антенны,,,,Operational,PDF
bufr4/3/21/010/2/007002,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,007002,Высота или абсолютная высота,Возвышение основания опоры,,,Operational,PDF
bufr4/3/21/010/3/002102,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002102,Высота антенны над основанием опоры,,,,Operational,PDF
bufr4/3/21/010/4/002103,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002103,Обтекатель антенны,,,,Operational,PDF
bufr4/3/21/010/5/002104,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002104,Поляризация антенны,,,,Operational,PDF
bufr4/3/21/010/6/002105,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002105,Максимальное усиление антенны,,,,Operational,PDF
bufr4/3/21/010/7/002106,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002106,Ширина луча 3 дБ,,,,Operational,PDF
bufr4/3/21/010/8/002107,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002107,Подавление бокового лепестка,,,,Operational,PDF
bufr4/3/21/010/9/002108,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002108,Выделение поперечной поляризации (по оси),,,,Operational,PDF
bufr4/3/21/010/10/002109,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002109,Скорость антенны (азимут),,,,Operational,PDF
bufr4/3/21/010/11/002110,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002110,Скорость антенны (угол места),,,,Operational,PDF
bufr4/3/21/010/12/002132,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002132,Точность по азимуту,,,,Operational,PDF
bufr4/3/21/010/13/002133,21,Категория 21 — Последовательности радиолокационных сводок,321010,(Характеристики антенны),,002133,Точность по углу места,,,,Operational,PDF
bufr4/3/21/011/1/030031,21,Категория 21 — Последовательности радиолокационных сводок,321011,(Общие характеристики),,030031,Тип изображения,,,,Operational,PDF
bufr4/3/21/011/2/030032,21,Категория 21 — Последовательности радиолокационных сводок,321011,(Общие характеристики),,030032,Комбинация с другими данными,,,,Operational,PDF
bufr4/3/21/011/3/029002,21,Категория 21 — Последовательности радиолокационных сводок,321011,(Общие характеристики),,029002,Тип сетки координат,,,,Operational,PDF
bufr4/3/21/012/1/101000,21,Категория 21 — Последовательности радиолокационных сводок,321012,(Угол места антенны),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/21/012/2/031001,21,Категория 21 — Последовательности радиолокационных сводок,321012,(Угол места антенны),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/21/012/3/002135,21,Категория 21 — Последовательности радиолокационных сводок,321012,(Угол места антенны),,002135,Угол места антенны,,,,Operational,PDF
bufr4/3/21/021/1/002003,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,002003,Тип используемого измерительного оборудования,,,,Operational,PDF
bufr4/3/21/021/2/002101,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,002101,Тип антенны,,,,Operational,PDF
bufr4/3/21/021/3/201130,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,201130,Изменить длину данных,Длина 8 битов,,,Operational,PDF
bufr4/3/21/021/4/002106,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,002106,Ширина луча 3 дБ,,,,Operational,PDF
bufr4/3/21/021/5/201000,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/021/6/201132,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,201132,Изменить длину данных,Длина 11 битов,,,Operational,PDF
bufr4/3/21/021/7/202130,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,202130,Изменить масштаб,Масштаб: -6,,,Operational,PDF
bufr4/3/21/021/8/002121,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,002121,Средняя частота,,,,Operational,PDF
bufr4/3/21/021/9/202000,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/021/10/201000,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/021/11/201133,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,201133,Изменить длину данных,Длина 11 битов,,,Operational,PDF
bufr4/3/21/021/12/202129,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,202129,Изменить масштаб,Масштаб: 0,,,Operational,PDF
bufr4/3/21/021/13/025001,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,025001,Длительность строб-импульса,,,,Operational,PDF
bufr4/3/21/021/14/202000,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/021/15/201000,21,Категория 21 — Последовательности радиолокационных сводок,321021,(Основная информация о профилометре ветра/ РАСC (заголовок для обозначения системы/места наблюдения)),,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/022/1/007007,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,007007,Высота,,,,Operational,PDF
bufr4/3/21/022/2/204001,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,204001,Добавить ассоциированное поле,Длина 1 бит,,,Operational,PDF
bufr4/3/21/022/3/031021,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,031021,Значимость ассоциированного поля,,,,Operational,PDF
bufr4/3/21/022/4/011001,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,011001,Направление ветра,,,,Operational,PDF
bufr4/3/21/022/5/204000,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,204000,Добавить ассоциированное поле,Отмена,,,Operational,PDF
bufr4/3/21/022/6/011002,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/21/022/7/204001,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,204001,Добавить ассоциированное поле,Длина 1 бит,,,Operational,PDF
bufr4/3/21/022/8/031021,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,031021,Значимость ассоциированного поля,,,,Operational,PDF
bufr4/3/21/022/9/011006,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,011006,Компонента w,,,,Operational,PDF
bufr4/3/21/022/10/204000,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,204000,Добавить ассоциированное поле,Отмена,,,Operational,PDF
bufr4/3/21/022/11/021030,21,Категория 21 — Последовательности радиолокационных сводок,321022,(Профилометр ветра: параметры ветра по обработанным данным),,021030,Соотношение сигнал/шум,,,,Operational,PDF
bufr4/3/21/023/1/007007,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,007007,Высота,,,,Operational,PDF
bufr4/3/21/023/2/021091,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,021091,0-й момент доплеровского спектра сигнала радиолокатора,,,,Operational,PDF
bufr4/3/21/023/3/021030,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,021030,Соотношение сигнал/шум,,,,Operational,PDF
bufr4/3/21/023/4/202129,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,202129,Изменить масштаб,Масштаб: 2,,,Operational,PDF
bufr4/3/21/023/5/021014,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,021014,Средняя доплеровская скорость (радиальная),,,,Operational,PDF
bufr4/3/21/023/6/201129,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,201129,Изменить длину данных,Длина 9 битов,,,Operational,PDF
bufr4/3/21/023/7/021017,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,021017,Спектральная ширина доплеровской скорости,,,,Operational,PDF
bufr4/3/21/023/8/202000,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/023/9/201000,21,Категория 21 — Последовательности радиолокационных сводок,321023,(Профилометр ветра: параметры ветра по необработанным данным),,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/024/1/007007,21,Категория 21 — Последовательности радиолокационных сводок,321024,(Режим РАСC: обработанные данные РАСC),,007007,Высота,,,,Operational,PDF
bufr4/3/21/024/2/204001,21,Категория 21 — Последовательности радиолокационных сводок,321024,(Режим РАСC: обработанные данные РАСC),,204001,Добавить ассоциированное поле,Длина 1 бит,,,Operational,PDF
bufr4/3/21/024/3/031021,21,Категория 21 — Последовательности радиолокационных сводок,321024,(Режим РАСC: обработанные данные РАСC),,031021,Значимость ассоциированного поля,,,,Operational,PDF
bufr4/3/21/024/4/012007,21,Категория 21 — Последовательности радиолокационных сводок,321024,(Режим РАСC: обработанные данные РАСC),,012007,Виртуальная температура,,,,Operational,PDF
bufr4/3/21/024/5/011006,21,Категория 21 — Последовательности радиолокационных сводок,321024,(Режим РАСC: обработанные данные РАСC),,011006,Компонента w,,,,Operational,PDF
bufr4/3/21/024/6/204000,21,Категория 21 — Последовательности радиолокационных сводок,321024,(Режим РАСC: обработанные данные РАСC),,204000,Добавить ассоциированное поле,Отмена,,,Operational,PDF
bufr4/3/21/024/7/021030,21,Категория 21 — Последовательности радиолокационных сводок,321024,(Режим РАСC: обработанные данные РАСC),,021030,Соотношение сигнал/шум,,,,Operational,PDF
bufr4/3/21/025/1/007007,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,007007,Высота,,,,Operational,PDF
bufr4/3/21/025/2/021091,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,021091,0-й момент доплеровского спектра сигнала радиолокатора,,,,Operational,PDF
bufr4/3/21/025/3/021030,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,021030,Соотношение сигнал/шум,,,,Operational,PDF
bufr4/3/21/025/4/202129,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,202129,Изменить масштаб,Масштаб: 2,,,Operational,PDF
bufr4/3/21/025/5/021014,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,021014,Средняя доплеровская скорость (радиальная),,,,Operational,PDF
bufr4/3/21/025/6/201129,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,201129,Изменить длину данных,Длина 9 битов,,,Operational,PDF
bufr4/3/21/025/7/021017,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,021017,Спектральная ширина доплеровской скорости,,,,Operational,PDF
bufr4/3/21/025/8/202000,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/025/9/201000,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/025/10/021092,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,021092,0-й момент доплеровского спектра сигнала РАСС,Относящийся к сигналу РАСС,,,Operational,PDF
bufr4/3/21/025/11/021030,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,021030,Соотношение сигнал/шум,Относящееся к сигналу РАСС,,,Operational,PDF
bufr4/3/21/025/12/025092,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,025092,Скорость прохождения акустического сигнала,,,,Operational,PDF
bufr4/3/21/025/13/201129,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,201129,Изменить длину данных,Длина 9 битов,,,Operational,PDF
bufr4/3/21/025/14/202129,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,202129,Изменить масштаб,Масштаб: 2,,,Operational,PDF
bufr4/3/21/025/15/021017,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,021017,Спектральная ширина доплеровской скорости,Относящаяся к сигналу РАСС,,,Operational,PDF
bufr4/3/21/025/16/202000,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/025/17/201000,21,Категория 21 — Последовательности радиолокационных сводок,321025,(Режим РАСC: необработанные данные РАСC),,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/026/1/007007,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,007007,Высота,,,,Operational,PDF
bufr4/3/21/026/2/204001,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,204001,Добавить ассоциированное поле,Длина 1 бит,,,Operational,PDF
bufr4/3/21/026/3/031021,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,031021,Значимость ассоциированного поля,,,,Operational,PDF
bufr4/3/21/026/4/012007,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,012007,Виртуальная температура,,,,Operational,PDF
bufr4/3/21/026/5/025091,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,025091,2 ) Структурная постоянная индекса рефракции (С n,,,,Operational,PDF
bufr4/3/21/026/6/011071,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,011071,Турбулентный вертикальный поток количества движения,,,,Operational,PDF
bufr4/3/21/026/7/011072,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,011072,Турбулентный поток вертикальной подъемной силы,,,,Operational,PDF
bufr4/3/21/026/8/011073,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,011073,Турбулентная кинетическая энергия,,,,Operational,PDF
bufr4/3/21/026/9/011074,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,011074,Энергия диссипации,,,,Operational,PDF
bufr4/3/21/026/10/204000,21,Категория 21 — Последовательности радиолокационных сводок,321026,(Данные РАСC — потоки),,204000,Добавить ассоциированное поле,Отмена,,,Operational,PDF
bufr4/3/21/027/1/021118,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021118,Корректировка на ослабление параметра сигма-0,,,,Operational,PDF
bufr4/3/21/027/2/202129,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,202129,Изменить масштаб,,,,Operational,PDF
bufr4/3/21/027/3/201132,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,201132,Изменить длину данных,,,,Operational,PDF
bufr4/3/21/027/4/002112,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,002112,Угол визирования радиолокатора,,,,Operational,PDF
bufr4/3/21/027/5/201000,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/027/6/201131,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,201131,Изменить длину данных,,,,Operational,PDF
bufr4/3/21/027/7/002111,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,002111,Угол падения луча радиолокатора,,,,Operational,PDF
bufr4/3/21/027/8/201000,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/027/9/202000,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/027/10/002104,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,002104,Поляризация антенны,,,,Operational,PDF
bufr4/3/21/027/11/021105,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021105,Нормализованный радиолокационный разрез,,,,Operational,PDF
bufr4/3/21/027/12/021106,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021106,Коэффициент дисперсии Кр (альфа),,,,Operational,PDF
bufr4/3/21/027/13/021107,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021107,Коэффициент дисперсии Кр (бета),,,,Operational,PDF
bufr4/3/21/027/14/021114,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021114,Коэффициент дисперсии Кр (гамма),,,,Operational,PDF
bufr4/3/21/027/15/021115,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021115,Качество параметра сигма-0 по измерениям SEAWINDS,,,,Operational,PDF
