ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/21/027/16/021116,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021116,Режим параметра сигма-0 по измерениям SEAWINDS,,,,Operational,PDF
bufr4/3/21/027/17/008018,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,008018,Тип поверхности суша/лед по наблюдениям SEAWINDS,,,,Operational,PDF
bufr4/3/21/027/18/021117,21,Категория 21 — Последовательности радиолокационных сводок,321027,"(Спецификация радиолокатора, нормированное радиолокационное поперечное сечение, коэффициент дисперсии Kp)",,021117,Контроль качества дисперсии параметра сигма-0,,,,Operational,PDF
bufr4/3/21/028/1/021118,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021118,Корректировка на ослабление параметра сигма-0,,,,Operational,PDF
bufr4/3/21/028/2/202129,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,202129,Изменить масштаб,,,,Operational,PDF
bufr4/3/21/028/3/201132,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,201132,Изменить длину данных,,,,Operational,PDF
bufr4/3/21/028/4/002112,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,002112,Угол визирования радиолокатора,,,,Operational,PDF
bufr4/3/21/028/5/201000,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/028/6/201131,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,201131,Изменить длину данных,,,,Operational,PDF
bufr4/3/21/028/7/002111,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,002111,Угол падения луча радиолокатора,,,,Operational,PDF
bufr4/3/21/028/8/201000,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/028/9/202000,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/028/10/002104,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,002104,Поляризация антенны,,,,Operational,PDF
bufr4/3/21/028/11/021123,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021123,Нормализованный радиолокационный разрез SEAWINDS,,,,Operational,PDF
bufr4/3/21/028/12/021106,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021106,Коэффициент дисперсии Кр (альфа),,,,Operational,PDF
bufr4/3/21/028/13/021107,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021107,Коэффициент дисперсии Кр (бета),,,,Operational,PDF
bufr4/3/21/028/14/021114,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021114,Коэффициент дисперсии Кр (гамма),,,,Operational,PDF
bufr4/3/21/028/15/021115,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021115,Качество параметра сигма-0 по измерениям SEAWINDS,,,,Operational,PDF
bufr4/3/21/028/16/021116,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021116,Режим параметра сигма-0 по измерениям SEAWINDS,,,,Operational,PDF
bufr4/3/21/028/17/008018,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,008018,Тип поверхности суша/лед по измерениям SEAWINDS,,,,Operational,PDF
bufr4/3/21/028/18/021117,21,Категория 21 — Последовательности радиолокационных сводок,321028,"(Спецификация радиолокатора, нормализованный радиолокационный разрез SEAWINDS, коэффициент дисперсии Kp)",,021117,Контроль качества дисперсии параметра сигма-0,,,,Operational,PDF
bufr4/3/21/030/1/008085,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,008085,Указатель луча,,,,Operational,PDF
bufr4/3/21/030/2/202129,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,202129,Изменить масштаб,Увеличить масштаб на 10^1,,,Operational,PDF
bufr4/3/21/030/3/201131,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,201131,Изменить длину данных,Увеличить длину на 3 бита,,,Operational,PDF
bufr4/3/21/030/4/002111,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,002111,Угол падения луча радиолокатора,,,,Operational,PDF
bufr4/3/21/030/5/201000,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,201000,Изменить длину данных,Отмена,,,Operational,PDF
bufr4/3/21/030/6/202000,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,202000,Изменить масштаб,Отмена,,,Operational,PDF
bufr4/3/21/030/7/002134,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,002134,Угол азимута антенны,,,,Operational,PDF
bufr4/3/21/030/8/021062,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021062,Обратное рассеяние,,,,Operational,PDF
bufr4/3/21/030/9/021063,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021063,Радиометрическое разрешение (величина помех),,,,Operational,PDF
bufr4/3/21/030/10/021158,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021158,Расчетное качество Kp АSCАТ,,,,Operational,PDF
bufr4/3/21/030/11/021159,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021159,Используемость параметра сигма-0 АSCАТ,,,,Operational,PDF
bufr4/3/21/030/12/021160,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021160,Использование синтезированных данных АSCАТ,,,,Operational,PDF
bufr4/3/21/030/13/021161,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021161,Количество синтезированных данных АSCАТ,,,,Operational,PDF
bufr4/3/21/030/14/021162,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021162,Качество спутниковой орбиты и пространственного положения АSCАТ,,,,Operational,PDF
bufr4/3/21/030/15/021163,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021163,Загрязнение отражательной поверхности солнечной панели АSCАТ,,,,Operational,PDF
bufr4/3/21/030/16/021164,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021164,Наличие и качество телеметрии АSCАТ,,,,Operational,PDF
bufr4/3/21/030/17/021165,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021165,Наличие экстраполированной функции начала отсчета АSCАТ,,,,Operational,PDF
bufr4/3/21/030/18/021166,21,Категория 21 — Последовательности радиолокационных сводок,321030,(Информация о параметре сигма-0 АSCАТ),,021166,Доля суши,,,,Operational,PDF
