ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/13/041/8,013041,Категория стабильности Пасквиля — Гиффорда,8,F,,,,,Operational,PDF
bufr4/0/13/041/9,013041,Категория стабильности Пасквиля — Гиффорда,9,G,,,,,Operational,PDF
bufr4/0/13/041/10-14,013041,Категория стабильности Пасквиля — Гиффорда,10-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/13/041/15,013041,Категория стабильности Пасквиля — Гиффорда,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/13/051/0,013051,"Группа повторяемости, осадки",0,"Меньше, чем любое значение за 30-летний период",,,,,Operational,PDF
bufr4/0/13/051/1,013051,"Группа повторяемости, осадки",1,В первой квинтили,,,,,Operational,PDF
bufr4/0/13/051/2,013051,"Группа повторяемости, осадки",2,Во второй квинтили,,,,,Operational,PDF
bufr4/0/13/051/3,013051,"Группа повторяемости, осадки",3,В третьей квинтили,,,,,Operational,PDF
bufr4/0/13/051/4,013051,"Группа повторяемости, осадки",4,В четвертой квинтили,,,,,Operational,PDF
bufr4/0/13/051/5,013051,"Группа повторяемости, осадки",5,В пятой квинтили,,,,,Operational,PDF
bufr4/0/13/051/6,013051,"Группа повторяемости, осадки",6,"Больше, чем любое значение за 30-летний период",,,,,Operational,PDF
bufr4/0/13/051/7-14,013051,"Группа повторяемости, осадки",7-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/13/051/15,013051,"Группа повторяемости, осадки",15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/13/056/0,013056,Характер и интенсивность осадков,0,Без осадков,,,,,Operational,PDF
bufr4/0/13/056/1,013056,Характер и интенсивность осадков,1,"Незначительные, с перерывами",,,,,Operational,PDF
bufr4/0/13/056/2,013056,Характер и интенсивность осадков,2,"Умеренные, с перерывами",,,,,Operational,PDF
bufr4/0/13/056/3,013056,Характер и интенсивность осадков,3,"Сильные, с перерывами",,,,,Operational,PDF
bufr4/0/13/056/4,013056,Характер и интенсивность осадков,4,"Очень сильные, с перерывами",,,,,Operational,PDF
bufr4/0/13/056/5,013056,Характер и интенсивность осадков,5,"Незначительные, непрерывные",,,,,Operational,PDF
bufr4/0/13/056/6,013056,Характер и интенсивность осадков,6,"Умеренные, непрерывные",,,,,Operational,PDF
bufr4/0/13/056/7,013056,Характер и интенсивность осадков,7,"Сильные, непрерывные",,,,,Operational,PDF
bufr4/0/13/056/8,013056,Характер и интенсивность осадков,8,"Очень сильные, непрерывные",,,,,Operational,PDF
bufr4/0/13/056/9,013056,Характер и интенсивность осадков,9,Переменной интенсивности — чередование незначительных и сильных,,,,,Operational,PDF
bufr4/0/13/056/10-14,013056,Характер и интенсивность осадков,10-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/13/056/15,013056,Характер и интенсивность осадков,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/13/057/0,013057,Время начала или окончания осадков,0,Без осадков,,,,,Operational,PDF
bufr4/0/13/057/1,013057,Время начала или окончания осадков,1,В пределах последнего часа,,,,,Operational,PDF
bufr4/0/13/057/2,013057,Время начала или окончания осадков,2,От 1 до 2 часов назад,,,,,Operational,PDF
bufr4/0/13/057/3,013057,Время начала или окончания осадков,3,От 2 до 3 часов назад,,,,,Operational,PDF
bufr4/0/13/057/4,013057,Время начала или окончания осадков,4,От 3 до 4 часов назад,,,,,Operational,PDF
bufr4/0/13/057/5,013057,Время начала или окончания осадков,5,От 4 до 5 часов назад,,,,,Operational,PDF
bufr4/0/13/057/6,013057,Время начала или окончания осадков,6,От 5 до 6 часов назад,,,,,Operational,PDF
bufr4/0/13/057/7,013057,Время начала или окончания осадков,7,От 6 до 8 часов назад,,,,,Operational,PDF
bufr4/0/13/057/8,013057,Время начала или окончания осадков,8,От 8 до 10 часов назад,,,,,Operational,PDF
bufr4/0/13/057/9,013057,Время начала или окончания осадков,9,Более 10 часов назад,,,,,Operational,PDF
bufr4/0/13/057/10-14,013057,Время начала или окончания осадков,10-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/13/057/15,013057,Время начала или окончания осадков,15,Отсутствующее значение,,,,,Operational,PDF
