ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/20/003/10,020003,Текущая погода,10,Дымка,"приземного или ледяного тумана на станции на море или на суше, высотой не более 2 м над cушей или не более 10 м над морем",,,,Operational,PDF
bufr4/0/20/003/11,020003,Текущая погода,11,Клочья,"приземного или ледяного тумана на станции на море или на суше, высотой не более 2 м над cушей или не более 10 м над морем",,,,Operational,PDF
bufr4/0/20/003/12,020003,Текущая погода,12,Более или менее сплошной слой,"приземного или ледяного тумана на станции на море или на суше, высотой не более 2 м над cушей или не более 10 м над морем",,,,Operational,PDF
bufr4/0/20/003/13,020003,Текущая погода,13,"Видна молния, грома не слышно",,,,,Operational,PDF
bufr4/0/20/003/14,020003,Текущая погода,14,"Осадки в поле зрения, не достигающие поверхности земли или моря",,,,,Operational,PDF
bufr4/0/20/003/15,020003,Текущая погода,15,"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции",,,,,Operational,PDF
bufr4/0/20/003/16,020003,Текущая погода,16,"Осадки в поле зрения, достигающие поверхности земли или моря поблизости, но не на самой станции",,,,,Operational,PDF
bufr4/0/20/003/17,020003,Текущая погода,17,"Гроза, но без осадков в срок наблюдения",,,,,Operational,PDF
bufr4/0/20/003/18,020003,Текущая погода,18,Шквалы,на станции или в поле зрения в течение последнего часа или в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/19,020003,Текущая погода,19,Воронкообразное(ые) облако(а),на станции или в поле зрения в течение последнего часа или в срок наблюдения,,(см. примечание 5),89,Operational,PDF
bufr4/0/20/003/20-29,020003,Текущая погода,20-29,"Осадки, туман, ледяной туман или гроза на станции в течение последнего часа, но не в срок наблюдения",осадки неливневые,,,,Operational,PDF
bufr4/0/20/003/20,020003,Текущая погода,20,Морось (незамерзающая) или снежные зерна,осадки неливневые,,,,Operational,PDF
bufr4/0/20/003/21,020003,Текущая погода,21,Дождь (незамерзающий) осадки неливневые,осадки неливневые,,,,Operational,PDF
bufr4/0/20/003/22,020003,Текущая погода,22,Снег,осадки неливневые,,,,Operational,PDF
bufr4/0/20/003/23,020003,Текущая погода,23,Дождь со снегом или ледяной дождь,осадки неливневые,,,,Operational,PDF
bufr4/0/20/003/24,020003,Текущая погода,24,Замерзающая морось или замерзающий дождь,осадки неливневые,,,,Operational,PDF
bufr4/0/20/003/25,020003,Текущая погода,25,Ливневой дождь,осадки неливневые,,,,Operational,PDF
bufr4/0/20/003/26,020003,Текущая погода,26,Ливневой снег или ливневой дождь и снег,,,,,Operational,PDF
bufr4/0/20/003/27,020003,Текущая погода,27,Ливневой град или ливневой дождь и град,,,(см. примечание 6),46,Operational,PDF
bufr4/0/20/003/28,020003,Текущая погода,28,Туман или ледяной туман,,,,,Operational,PDF
bufr4/0/20/003/29,020003,Текущая погода,29,Гроза (с осадками или без них),,,,,Operational,PDF
bufr4/0/20/003/30-39,020003,Текущая погода,30-39,"Пыльная буря, песчаная буря, поземок или снежная низовая метель",,,,,Operational,PDF
bufr4/0/20/003/30,020003,Текущая погода,30,Слабая или умеренная пыльная или песчаная буря,ослабела в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/31,020003,Текущая погода,31,Слабая или умеренная пыльная или песчаная буря,без заметного изменения в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/32,020003,Текущая погода,32,Слабая или умеренная пыльная или песчаная буря,началась или усилилась в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/33,020003,Текущая погода,33,Суровая пыльная или песчаная буря,ослабела в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/34,020003,Текущая погода,34,Суровая пыльная или песчаная буря,без заметного изменения в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/35,020003,Текущая погода,35,Суровая пыльная или песчаная буря,началась или усилилась в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/36,020003,Текущая погода,36,Слабый или умеренный поземок,в целом низкий (ниже уровня глаз наблюдателя),,,,Operational,PDF
bufr4/0/20/003/37,020003,Текущая погода,37,Сильный поземок,в целом низкий (ниже уровня глаз наблюдателя),,,,Operational,PDF
bufr4/0/20/003/38,020003,Текущая погода,38,Слабая или умеренная снежная низовая метель,в целом высокая (выше уровня глаз наблюдателя),,,,Operational,PDF
bufr4/0/20/003/39,020003,Текущая погода,39,Сильная снежная низовая метель,в целом высокая (выше уровня глаз наблюдателя),,,,Operational,PDF
bufr4/0/20/003/40-49,020003,Текущая погода,40-49,Туман или ледяной туман в срок наблюдения,,,,,Operational,PDF
bufr4/0/20/003/40,020003,Текущая погода,40,"Туман или ледяной туман на расстоянии в срок наблюдения, но не на станции во время последнего часа; туман или ледяной туман, распространяющийся до уровня выше того, на котором находится наблюдатель",,,,,Operational,PDF
bufr4/0/20/003/41,020003,Текущая погода,41,Туман или ледяной туман местами,,,,,Operational,PDF
bufr4/0/20/003/42,020003,Текущая погода,42,"Туман или ледяной туман, небо видно",ослабел за последний час,,,,Operational,PDF
bufr4/0/20/003/43,020003,Текущая погода,43,"Туман или ледяной туман, неба не видно",ослабел за последний час,,,,Operational,PDF
bufr4/0/20/003/44,020003,Текущая погода,44,"Туман или ледяной туман, небо видно",без заметного изменения в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/45,020003,Текущая погода,45,"Туман или ледяной туман, неба не видно",без заметного изменения в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/46,020003,Текущая погода,46,"Туман или ледяной туман, небо видно",начался или усилисля в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/47,020003,Текущая погода,47,"Туман или ледяной туман, неба не видно",начался или усилисля в течение последнего часа,,,,Operational,PDF
bufr4/0/20/003/48,020003,Текущая погода,48,"Туман с отложением изморози, небо видно",,,,,Operational,PDF
bufr4/0/20/003/49,020003,Текущая погода,49,"Туман с отложением изморози, неба не видно",,,,,Operational,PDF
bufr4/0/20/003/50-99,020003,Текущая погода,50-99,Осадки на станции в срок наблюдения,,,,,Operational,PDF
bufr4/0/20/003/50-59,020003,Текущая погода,50-59,Морось,,,,,Operational,PDF
bufr4/0/20/003/50,020003,Текущая погода,50,Морось незамерзающая с перерывами,слабая в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/51,020003,Текущая погода,51,Морось незамерзающая непрерывная,слабая в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/52,020003,Текущая погода,52,Морось незамерзающая с перерывами,умеренная в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/53,020003,Текущая погода,53,Морось незамерзающая непрерывная,умеренная в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/54,020003,Текущая погода,54,Морось незамерзающая с перерывами,сильная в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/55,020003,Текущая погода,55,Морось незамерзающая непрерывная,сильная в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/56,020003,Текущая погода,56,Морось замерзающая слабая,,,,,Operational,PDF
bufr4/0/20/003/57,020003,Текущая погода,57,Морось замерзающая умеренная или сильная,,,,,Operational,PDF
bufr4/0/20/003/58,020003,Текущая погода,58,Морось и дождь слабые,,,,,Operational,PDF
bufr4/0/20/003/59,020003,Текущая погода,59,Морось и дождь умеренные или сильные,,,,,Operational,PDF
bufr4/0/20/003/60-69,020003,Текущая погода,60-69,Дождь,,,,,Operational,PDF
bufr4/0/20/003/60,020003,Текущая погода,60,Дождь незамерзающий с перерывами,слабый в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/61,020003,Текущая погода,61,Дождь незамерзающий непрерывный,слабый в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/62,020003,Текущая погода,62,Дождь незамерзающий с перерывами,умеренный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/63,020003,Текущая погода,63,Дождь незамерзающий непрерывный,умеренный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/64,020003,Текущая погода,64,Дождь незамерзающий с перерывами,сильный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/65,020003,Текущая погода,65,Дождь незамерзающий непрерывный,сильный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/66,020003,Текущая погода,66,Дождь замерзающий слабый,,,,,Operational,PDF
bufr4/0/20/003/67,020003,Текущая погода,67,Дождь замерзающий умеренный или сильный,,,,,Operational,PDF
bufr4/0/20/003/68,020003,Текущая погода,68,Дождь или морось со снегом слабые,,,,,Operational,PDF
bufr4/0/20/003/69,020003,Текущая погода,69,Дождь или морось со снегом умеренные или сильные,,,,,Operational,PDF
bufr4/0/20/003/70-79,020003,Текущая погода,70-79,"Твердые осадки, неливневые",,,,,Operational,PDF
bufr4/0/20/003/70,020003,Текущая погода,70,Снегопад с перерывами,слабый в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/71,020003,Текущая погода,71,Снегопад непрерывный,слабый в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/72,020003,Текущая погода,72,Снегопад с перерывами,умеренный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/73,020003,Текущая погода,73,Снегопад непрерывный,умеренный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/74,020003,Текущая погода,74,Снегопад с перерывами ,сильный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/75,020003,Текущая погода,75,Снегопад непрерывный,сильный в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/76,020003,Текущая погода,76,Алмазная пыль (с туманом или без него),,,,,Operational,PDF
bufr4/0/20/003/77,020003,Текущая погода,77,Снежные зерна (с туманом или без него),,,,,Operational,PDF
bufr4/0/20/003/78,020003,Текущая погода,78,Отдельные кристаллы снега в виде звездочек (с туманом или без него),,,,,Operational,PDF
bufr4/0/20/003/79,020003,Текущая погода,79,Ледяной дождь,,,,,Operational,PDF
bufr4/0/20/003/80-99,020003,Текущая погода,80-99,Ливневые осадки или осадки с грозой в срок наблюдения или в течение последнего часа,,,,,Operational,PDF
bufr4/0/20/003/80,020003,Текущая погода,80,Ливневой(ые) дождь(и) слабый(ые),,,,,Operational,PDF
bufr4/0/20/003/81,020003,Текущая погода,81,Ливневой(ые) дождь(и) умеренный(ые) или сильный(ые),,,,,Operational,PDF
bufr4/0/20/003/82,020003,Текущая погода,82,Ливневой(ые) дождь(и) очень сильный(ые),,,,,Operational,PDF
bufr4/0/20/003/83,020003,Текущая погода,83,Ливневой(ые) дождь(и) со снегом слабый(ые),,,,,Operational,PDF
bufr4/0/20/003/84,020003,Текущая погода,84,Ливневой(ые) дождь(и) со снегом умеренный(ые) или сильный(ые),,,,,Operational,PDF
bufr4/0/20/003/85,020003,Текущая погода,85,Ливневой снег слабый,,,,,Operational,PDF
bufr4/0/20/003/86,020003,Текущая погода,86,Ливневой снег умеренный или сильный,,,,,Operational,PDF
bufr4/0/20/003/87,020003,Текущая погода,87,Ливневая снежная крупа или небольшой град,слабая,,,,Operational,PDF
bufr4/0/20/003/88,020003,Текущая погода,88,с дождем или без него или дождь со снегом,умеренные или сильные,,,,Operational,PDF
bufr4/0/20/003/89,020003,Текущая погода,89,"Ливневой град с дождем или без него",слабый,,,,Operational,PDF
bufr4/0/20/003/90,020003,Текущая погода,90,или дождь со снегом без грома ,умеренный или сильный,,,,Operational,PDF
bufr4/0/20/003/91,020003,Текущая погода,91,Слабый дождь в срок наблюдения,"Гроза в течение последнего часа, но не в срок наблюдения",,,,Operational,PDF
bufr4/0/20/003/92,020003,Текущая погода,92,Умеренный или сильный дождь в срок наблюдения,"Гроза в течение последнего часа, но не в срок наблюдения",,,,Operational,PDF
bufr4/0/20/003/93,020003,Текущая погода,93,Слабый снег или дождь со снегом или град в срок наблюдения,"Гроза в течение последнего часа, но не в срок наблюдения",,(см. примечание 6),46,Operational,PDF
bufr4/0/20/003/94,020003,Текущая погода,94,"Умеренный или сильный снег или дождь со снегом, или град в срок наблюдения","Гроза в течение последнего часа, но не в срок наблюдения",,(см. примечание 6),46,Operational,PDF
bufr4/0/20/003/95,020003,Текущая погода,95,"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения",Гроза в срок наблюдения,,(см. примечание 6),46,Operational,PDF
bufr4/0/20/003/96,020003,Текущая погода,96,Гроза слабая или умеренная с градом в срок наблюдения,Гроза в срок наблюдения,,(см. примечание 6),46,Operational,PDF
bufr4/0/20/003/97,020003,Текущая погода,97,"Гроза сильная без града, но с дождем и/или снегом в срок наблюдения",Гроза в срок наблюдения,,(см. примечание 6),46,Operational,PDF
bufr4/0/20/003/98,020003,Текущая погода,98,Гроза вместе с пыльной или песчаной бурей в срок наблюдения,Гроза в срок наблюдения,,,,Operational,PDF
bufr4/0/20/003/99,020003,Текущая погода,99,Гроза сильная с градом в срок наблюдения,Гроза в срок наблюдения,,(см. примечание 6),46,Operational,PDF
bufr4/0/20/003/100,020003,Текущая погода,100,Значительных изменений в погоде не наблюдалось,,,,,Operational,PDF
bufr4/0/20/003/101,020003,Текущая погода,101,Облака в целом рассеиваются или становятся менее развитыми за прошедший час,,,,,Operational,PDF
bufr4/0/20/003/102,020003,Текущая погода,102,Состояние неба в целом не изменилось за прошедший час,,,,,Operational,PDF
bufr4/0/20/003/103,020003,Текущая погода,103,Облака в целом формируются или становятся более развитыми за прошедший час,,,,,Operational,PDF
bufr4/0/20/003/104,020003,Текущая погода,104,"Дымка или дым, или пыль, взвешенная в воздухе; видимость равна или более 1 км",,,,,Operational,PDF
bufr4/0/20/003/105,020003,Текущая погода,105,"Дымка или дым, или пыль, взвешенная в воздухе; видимость менее 1 км",,,,,Operational,PDF
bufr4/0/20/003/110,020003,Текущая погода,110,Дымка,,,,,Operational,PDF
bufr4/0/20/003/111,020003,Текущая погода,111,Алмазная пыль,,,,,Operational,PDF
bufr4/0/20/003/112,020003,Текущая погода,112,Отдаленная молния,,,,,Operational,PDF
bufr4/0/20/003/118,020003,Текущая погода,118,Шквалы,,,,,Operational,PDF
bufr4/0/20/003/119,020003,Текущая погода,119,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/003/120,020003,Текущая погода,120,Туман,,,,,Operational,PDF
bufr4/0/20/003/121,020003,Текущая погода,121,ОСАДКИ,,,,,Operational,PDF
bufr4/0/20/003/122,020003,Текущая погода,122,Морось (незамерзающая) или снежные зерна,,,,,Operational,PDF
bufr4/0/20/003/123,020003,Текущая погода,123,Дождь (незамерзающий),,,,,Operational,PDF
bufr4/0/20/003/124,020003,Текущая погода,124,Снег,,,,,Operational,PDF
bufr4/0/20/003/125,020003,Текущая погода,125,Замерзающая морось или замерзающий дождь,,,,,Operational,PDF
bufr4/0/20/003/126,020003,Текущая погода,126,Гроза (с осадками или без них),,,,,Operational,PDF
bufr4/0/20/003/127,020003,Текущая погода,127,"СНЕЖНАЯ НИЗОВАЯ МЕТЕЛЬ ИЛИ ПОЗЕМОК, ИЛИ ПЕСЧАНЫЙ ПОЗЕМОК",,,,,Operational,PDF
bufr4/0/20/003/128,020003,Текущая погода,128,"Снежная низовая метель или поземок, или песчаный поземок, видимость равна или более 1 км",,,,,Operational,PDF
bufr4/0/20/003/129,020003,Текущая погода,129,"Снежная низовая метель или поземок, или песчаный поземок, видимость менее 1 км",,,,,Operational,PDF
bufr4/0/20/003/130,020003,Текущая погода,130,ТУМАН,,,,,Operational,PDF
bufr4/0/20/003/131,020003,Текущая погода,131,Туман или ледяной туман местами,,,,,Operational,PDF
bufr4/0/20/003/132,020003,Текущая погода,132,Туман или ледяной туман ослабел за последний час,,,,,Operational,PDF
bufr4/0/20/003/133,020003,Текущая погода,133,Туман или ледяной туман без заметного изменения интенсивности в течение последнего часа,,,,,Operational,PDF
bufr4/0/20/003/134,020003,Текущая погода,134,Туман или ледяной туман начался или усилился в течение последнего часа,,,,,Operational,PDF
bufr4/0/20/003/135,020003,Текущая погода,135,Туман с отложением изморози,,,,,Operational,PDF
bufr4/0/20/003/140,020003,Текущая погода,140,ОСАДКИ,,,,,Operational,PDF
bufr4/0/20/003/141,020003,Текущая погода,141,Осадки слабые или умеренные,,,,,Operational,PDF
bufr4/0/20/003/142,020003,Текущая погода,142,Осадки сильные,,,,,Operational,PDF
bufr4/0/20/003/143,020003,Текущая погода,143,Жидкие осадки слабые или умеренные,,,,,Operational,PDF
bufr4/0/20/003/144,020003,Текущая погода,144,Жидкие осадки сильные,,,,,Operational,PDF
bufr4/0/20/003/145,020003,Текущая погода,145,Твердые осадки слабые или умеренные,,,,,Operational,PDF
bufr4/0/20/003/146,020003,Текущая погода,146,Твердые осадки сильные,,,,,Operational,PDF
bufr4/0/20/003/147,020003,Текущая погода,147,Замерзающие осадки слабые или умеренные,,,,,Operational,PDF
bufr4/0/20/003/148,020003,Текущая погода,148,Замерзающие осадки сильные,,,,,Operational,PDF
bufr4/0/20/003/149,020003,Текущая погода,149,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/003/150,020003,Текущая погода,150,МОРОСЬ,,,,,Operational,PDF
bufr4/0/20/003/151,020003,Текущая погода,151,Морось незамерзающая слабая,,,,,Operational,PDF
bufr4/0/20/003/152,020003,Текущая погода,152,Морось незамерзающая умеренная,,,,,Operational,PDF
bufr4/0/20/003/153,020003,Текущая погода,153,Морось незамерзающая сильная,,,,,Operational,PDF
bufr4/0/20/003/154,020003,Текущая погода,154,Морось замерзающая слабая,,,,,Operational,PDF
bufr4/0/20/003/155,020003,Текущая погода,155,Морось замерзающая умеренная,,,,,Operational,PDF
bufr4/0/20/003/156,020003,Текущая погода,156,Морось замерзающая сильная,,,,,Operational,PDF
bufr4/0/20/003/157,020003,Текущая погода,157,Морось и дождь слабые,,,,,Operational,PDF
bufr4/0/20/003/158,020003,Текущая погода,158,Морось и дождь умеренные или сильные,,,,,Operational,PDF
bufr4/0/20/003/159,020003,Текущая погода,159,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/003/160,020003,Текущая погода,160,ДОЖДЬ,,,,,Operational,PDF
bufr4/0/20/003/161,020003,Текущая погода,161,Дождь незамерзающий слабый,,,,,Operational,PDF
bufr4/0/20/003/162,020003,Текущая погода,162,Дождь незамерзающий умеренный,,,,,Operational,PDF
bufr4/0/20/003/163,020003,Текущая погода,163,Дождь незамерзающий сильный,,,,,Operational,PDF
bufr4/0/20/003/164,020003,Текущая погода,164,Дождь замерзающий слабый,,,,,Operational,PDF
bufr4/0/20/003/165,020003,Текущая погода,165,Дождь замерзающий умеренный,,,,,Operational,PDF
bufr4/0/20/003/166,020003,Текущая погода,166,Дождь замерзающий сильный,,,,,Operational,PDF
bufr4/0/20/003/167,020003,Текущая погода,167,Дождь (или морось) и снег слабые,,,,,Operational,PDF
bufr4/0/20/003/168,020003,Текущая погода,168,Дождь (или морось) и снег умеренные или сильные,,,,,Operational,PDF
bufr4/0/20/003/169,020003,Текущая погода,169,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/003/170,020003,Текущая погода,170,СНЕГ,,,,,Operational,PDF
bufr4/0/20/003/171,020003,Текущая погода,171,Снег слабый,,,,,Operational,PDF
bufr4/0/20/003/172,020003,Текущая погода,172,Снег умеренный,,,,,Operational,PDF
bufr4/0/20/003/173,020003,Текущая погода,173,Снег сильный,,,,,Operational,PDF
bufr4/0/20/003/174,020003,Текущая погода,174,Ледяной дождь слабый,,,,,Operational,PDF
bufr4/0/20/003/175,020003,Текущая погода,175,Ледяной дождь умеренный,,,,,Operational,PDF
bufr4/0/20/003/176,020003,Текущая погода,176,Ледяной дождь сильный,,,,,Operational,PDF
bufr4/0/20/003/177,020003,Текущая погода,177,Снежные зерна,,,,,Operational,PDF
bufr4/0/20/003/178,020003,Текущая погода,178,Ледяные кристаллы,,,,,Operational,PDF
bufr4/0/20/003/179,020003,Текущая погода,179,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/003/180,020003,Текущая погода,180,ЛИВЕНЬ или ОСАДКИ С ПЕРЕРЫВАМИ,,,,,Operational,PDF
bufr4/0/20/003/181,020003,Текущая погода,181,Ливневой дождь или дождь с перерывами слабый,,,,,Operational,PDF
bufr4/0/20/003/182,020003,Текущая погода,182,Ливневой дождь или дождь с перерывами умеренный,,,,,Operational,PDF
bufr4/0/20/003/183,020003,Текущая погода,183,Ливневой дождь или дождь с перерывами сильный,,,,,Operational,PDF
bufr4/0/20/003/184,020003,Текущая погода,184,Ливневой дождь или дождь с перерывами очень сильный,,,,,Operational,PDF
bufr4/0/20/003/185,020003,Текущая погода,185,Ливневой снег или снег с перерывами слабый,,,,,Operational,PDF
bufr4/0/20/003/186,020003,Текущая погода,186,Ливневой снег или снег с перерывами умеренный,,,,,Operational,PDF
bufr4/0/20/003/187,020003,Текущая погода,187,Ливневой снег или снег с перерывами сильный,,,,,Operational,PDF
bufr4/0/20/003/188,020003,Текущая погода,188,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/003/189,020003,Текущая погода,189,Град,,,,,Operational,PDF
bufr4/0/20/003/190,020003,Текущая погода,190,ГРОЗА,,,,,Operational,PDF
bufr4/0/20/003/191,020003,Текущая погода,191,Гроза слабая или умеренная без осадков,,,,,Operational,PDF
bufr4/0/20/003/192,020003,Текущая погода,192,Гроза слабая или умеренная с ливневыми дождями и/или ливневым снегом,,,,,Operational,PDF
bufr4/0/20/003/193,020003,Текущая погода,193,Гроза слабая или умеренная с градом,,,,,Operational,PDF
bufr4/0/20/003/194,020003,Текущая погода,194,Гроза сильная без осадков,,,,,Operational,PDF
bufr4/0/20/003/195,020003,Текущая погода,195,Гроза сильная с ливневым дождем и/или ливневым снегом,,,,,Operational,PDF
bufr4/0/20/003/196,020003,Текущая погода,196,Гроза сильная с градом,,,,,Operational,PDF
bufr4/0/20/003/197-198,020003,Текущая погода,197-198,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/003/199,020003,Текущая погода,199,Торнадо,,,,,Operational,PDF
bufr4/0/20/003/200-203,020003,Текущая погода,200-203,Не используются,,,,,Operational,PDF
bufr4/0/20/003/204,020003,Текущая погода,204,"Вулканический пепел, взвешенный в верхних слоях воздуха",,,,,Operational,PDF
bufr4/0/20/003/205,020003,Текущая погода,205,Не используется,,,,,Operational,PDF
bufr4/0/20/003/206,020003,Текущая погода,206,"Сильная пыльная дымка, видимость менее 1 км",,,,,Operational,PDF
bufr4/0/20/003/207,020003,Текущая погода,207,Водяная пыль на станции,,,,,Operational,PDF
bufr4/0/20/003/208,020003,Текущая погода,208,Пыльный (песчаный) поземок,,,,,Operational,PDF
bufr4/0/20/003/209,020003,Текущая погода,209,Стена пыли или песка на расстоянии (подобная хабубу),,,,,Operational,PDF
bufr4/0/20/003/210,020003,Текущая погода,210,Снежная дымка,,,,,Operational,PDF
bufr4/0/20/003/211,020003,Текущая погода,211,Белая мгла,,,,,Operational,PDF
bufr4/0/20/003/212,020003,Текущая погода,212,Не используется,,,,,Operational,PDF
bufr4/0/20/003/213,020003,Текущая погода,213,Молния от облака до поверхности земли,,,,,Operational,PDF
bufr4/0/20/003/214-216,020003,Текущая погода,214-216,Не используются,,,,,Operational,PDF
bufr4/0/20/003/217,020003,Текущая погода,217,Сухая гроза,,,,,Operational,PDF
bufr4/0/20/003/218,020003,Текущая погода,218,Не используется,,,,,Operational,PDF
bufr4/0/20/003/219,020003,Текущая погода,219,"Облако торнадо (разрушающее) на станции или в зоне видимости станции в течение часа, предшествовавшего сроку наблюдения или в срок наблюдения",,,,,Operational,PDF
bufr4/0/20/003/220,020003,Текущая погода,220,Отложение вулканического пепла,,,,,Operational,PDF
bufr4/0/20/003/221,020003,Текущая погода,221,Отложение пыли или песка,,,,,Operational,PDF
bufr4/0/20/003/222,020003,Текущая погода,222,Отложение росы,,,,,Operational,PDF
bufr4/0/20/003/223,020003,Текущая погода,223,Отложение мокрого снега,,,,,Operational,PDF
bufr4/0/20/003/224,020003,Текущая погода,224,Отложение зернистой изморози,,,,,Operational,PDF
bufr4/0/20/003/225,020003,Текущая погода,225,Отложение кристаллической изморози,,,,,Operational,PDF
bufr4/0/20/003/226,020003,Текущая погода,226,Отложение инея,,,,,Operational,PDF
bufr4/0/20/003/227,020003,Текущая погода,227,Отложение гололедного типа,,,,,Operational,PDF
bufr4/0/20/003/228,020003,Текущая погода,228,Отложение в виде лядяной корки (ледяной пленки),,,,,Operational,PDF
bufr4/0/20/003/229,020003,Текущая погода,229,Не используется,,,,,Operational,PDF
bufr4/0/20/003/230,020003,Текущая погода,230,Пыльная или песчаная буря при температуре ниже 0 °C,,,,,Operational,PDF
bufr4/0/20/003/231-238,020003,Текущая погода,231-238,Не используются,,,,,Operational,PDF
bufr4/0/20/003/239,020003,Текущая погода,239,"Снежная низовая метель, невозможно определить, выпадает ли снег",,,,,Operational,PDF
bufr4/0/20/003/240,020003,Текущая погода,240,Не используется,,,,,Operational,PDF
bufr4/0/20/003/241,020003,Текущая погода,241,Туман на море,,,,,Operational,PDF
bufr4/0/20/003/242,020003,Текущая погода,242,Туман в долинах,,,,,Operational,PDF
bufr4/0/20/003/243,020003,Текущая погода,243,Арктический или антарктический туман парения,,,,,Operational,PDF
bufr4/0/20/003/244,020003,Текущая погода,244,"Туман парения (море, озеро или река)",,,,,Operational,PDF
bufr4/0/20/003/245,020003,Текущая погода,245,Туман парения (суша),,,,,Operational,PDF
