ID,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translation_source
bufr4/3/11/005/7/008009,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,008009,Phase de vol détaillée de l'aéronef,,,,Operational,Original
bufr4/3/11/005/8/011001,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,011001,Direction du vent,,,,Operational,Original
bufr4/3/11/005/9/011002,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/11/005/10/011031,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,011031,Degré de turbulence,,,,Operational,Original
bufr4/3/11/005/11/011036,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,011036,Équivalent maximal dérivé de la vitesse des rafales verticales,,,,Operational,Original
bufr4/3/11/005/12/012101,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,012101,Température/température de l'air,,,,Operational,Original
bufr4/3/11/005/13/033025,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,033025,Indicateur de valeurs ACARS interpolées,,,,Operational,Original
bufr4/3/11/006/1/007010,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311006,(Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude),,007010,Niveau de vol,,,,Operational,Original
bufr4/3/11/006/2/011001,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311006,(Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude),,011001,Direction du vent,,,,Operational,Original
bufr4/3/11/006/3/011002,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311006,(Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude),,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/11/006/4/002064,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311006,(Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude),,002064,Qualité de l'angle de roulis de l'aéronef,,,,Operational,Original
bufr4/3/11/006/5/012101,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311006,(Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude),,012101,Température/température de l'air,,,,Operational,Original
bufr4/3/11/006/6/012103,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311006,(Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude),,012103,Point de rosée,,,,Operational,Original
bufr4/3/11/007/1/007010,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311007,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude),,007010,Niveau de vol,,,,Operational,Original
bufr4/3/11/007/2/301021,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311007,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude),,301021,Latitude/longitude (précision élevée),,,,Operational,Original
bufr4/3/11/007/3/011001,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311007,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude),,011001,Direction du vent,,,,Operational,Original
bufr4/3/11/007/4/011002,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311007,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude),,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/11/007/5/002064,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311007,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude),,002064,Qualité de l'angle de roulis de l'aéronef,,,,Operational,Original
bufr4/3/11/007/6/012101,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311007,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude),,012101,Température/température de l'air,,,,Operational,Original
bufr4/3/11/007/7/012103,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311007,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude),,012103,Point de rosée,,,,Operational,Original
bufr4/3/11/008/1/001008,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,001008,Numéro d'immatriculation de l'aéronef ou autre identification,,,,Operational,Original
bufr4/3/11/008/2/301011,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,301011,"Année, mois, jour",,,,Operational,Original
bufr4/3/11/008/3/301013,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,301013,"Heure, minute, seconde",,,,Operational,Original
bufr4/3/11/008/4/301021,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,301021,Latitude/longitude (précision élevée),,,,Operational,Original
bufr4/3/11/008/5/008004,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,008004,Phase de vol de l'aéronef,,,,Operational,Original
bufr4/3/11/008/6/101000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/11/008/7/031001,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/11/008/8/311006,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau),,311006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,,,,Operational,Original
bufr4/3/11/009/1/001008,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,001008,Numéro d'immatriculation de l'aéronef ou autre identification,,,,Operational,Original
bufr4/3/11/009/2/301011,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,301011,"Année, mois, jour",,,,Operational,Original
bufr4/3/11/009/3/301013,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,301013,"Heure, minute, seconde",,,,Operational,Original
bufr4/3/11/009/4/301021,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,301021,Latitude/longitude (précision élevée),,,,Operational,Original
bufr4/3/11/009/5/008004,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,008004,Phase de vol de l'aéronef,,,,Operational,Original
bufr4/3/11/009/6/101000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/11/009/7/031001,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/11/009/8/311007,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311009,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau),,311007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,,,,Operational,Original
bufr4/3/11/010/1/001008,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,001008,Numéro d'immatriculation de l'aéronef ou autre identification,,,,Operational,Original
bufr4/3/11/010/2/001023,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,001023,Numéro de la séquence d'observations,,,,Operational,Original
bufr4/3/11/010/3/001006,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,001006,Numéro de vol de l'aéronef,,,,Operational,Original
bufr4/3/11/010/4/001110,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,001110,Immatriculation de l'aéronef,,,,Operational,Original
bufr4/3/11/010/5/001111,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,001111,Aéroport de départ,,,,Operational,Original
bufr4/3/11/010/6/001112,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,001112,Aéroport de destination,,,,Operational,Original
bufr4/3/11/010/7/204002,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,204002,Ajouter un champ associé,2 bits de long,,,Operational,Original
bufr4/3/11/010/8/031021,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,031021,Signification du champ associé,= 8 Renseignements sur la qualité sur 2 bits,,,Operational,Original
bufr4/3/11/010/9/301011,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,301011,"Année, mois, jour",,,,Operational,Original
bufr4/3/11/010/10/301013,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,301013,"Heure, minute, seconde",,,,Operational,Original
bufr4/3/11/010/11/301021,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,301021,Latitude/longitude (précision élevée),,,,Operational,Original
bufr4/3/11/010/12/007010,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,007010,Niveau de vol,Altitude pression,,,Operational,Original
bufr4/3/11/010/13/010053,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,010053,Altitude GNSS (Système mondial de navigation par satellite),,,,Operational,Original
bufr4/3/11/010/14/008009,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,008009,Phase de vol détaillée de l'aéronef,,,,Operational,Original
bufr4/3/11/010/15/011001,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,011001,Direction du vent,,,,Operational,Original
bufr4/3/11/010/16/011002,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/11/010/17/002064,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,002064,Qualité de l'angle de roulis de l'aéronef,,,,Operational,Original
bufr4/3/11/010/18/011100,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,011100,Vitesse vraie de l'aéronef,,,,Operational,Original
bufr4/3/11/010/19/011101,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",,011101,Vitesse sol de l'aéronef (composante u),,,,Operational,Original
bufr4/3/11/010/20/011102,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011102,011102,,,,,Operational,Original
bufr4/3/11/010/21/011103,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011103,011103,,,,,Operational,Original
bufr4/3/11/010/22/011104,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011104,011104,Cap vrai de l'aéronef,,,,Operational,Original
bufr4/3/11/010/23/012101,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",012101,012101,,,,,Operational,Original
bufr4/3/11/010/24/002170,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",002170,002170,,,,,Operational,Original
bufr4/3/11/010/25/201144,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",201144,201144,,,,,Operational,Original
bufr4/3/11/010/26/202133,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",202133,202133,,,,,Operational,Original
bufr4/3/11/010/27/013002,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",013002,013002,,,,,Operational,Original
bufr4/3/11/010/28/202000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",202000,202000,Annuler,,,,Operational,Original
bufr4/3/11/010/29/201000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",201000,201000,Annuler,,,,Operational,Original
bufr4/3/11/010/30/201135,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",201135,201135,,,,,Operational,Original
bufr4/3/11/010/31/202130,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",202130,202130,,,,,Operational,Original
bufr4/3/11/010/32/013003,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",013003,013003,,,,,Operational,Original
bufr4/3/11/010/33/202000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",202000,202000,Annuler,,,,Operational,Original
bufr4/3/11/010/34/201000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",201000,201000,Annuler,,,,Operational,Original
bufr4/3/11/010/35/101000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",101000,101000,,,,,Operational,Original
bufr4/3/11/010/36/031000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",031000,031000,,,,,Operational,Original
bufr4/3/11/010/37/012103,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",012103,012103,,,,,Operational,Original
bufr4/3/11/010/38/033026,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",033026,033026,,,,,Operational,Original
bufr4/3/11/010/39/101000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",101000,101000,,,,,Operational,Original
bufr4/3/11/010/40/031000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",031000,031000,,,,,Operational,Original
bufr4/3/11/010/41/020042,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",020042,020042,,,,,Operational,Original
bufr4/3/11/010/42/103000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",103000,103000,,,,,Operational,Original
bufr4/3/11/010/43/031000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",031000,031000,,,,,Operational,Original
bufr4/3/11/010/44/020043,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",020043,020043,,,,,Operational,Original
bufr4/3/11/010/45/020044,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",020044,020044,,,,,Operational,Original
bufr4/3/11/010/46/020045,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",020045,020045,,,,,Operational,Original
bufr4/3/11/010/47/101000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",101000,101000,,,,,Operational,Original
bufr4/3/11/010/48/031000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",031000,031000,,,,,Operational,Original
bufr4/3/11/010/49/033025,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",033025,033025,,,,,Operational,Original
bufr4/3/11/010/50/103000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",103000,103000,,,,,Operational,Original
bufr4/3/11/010/51/031001,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",031001,031001,,,,,Operational,Original
bufr4/3/11/010/52/011075,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011075,011075,,,,,Operational,Original
bufr4/3/11/010/53/011076,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011076,011076,,,,,Operational,Original
bufr4/3/11/010/54/011039,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011039,011039,,,,,Operational,Original
bufr4/3/11/010/55/102000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",102000,102000,,,,,Operational,Original
bufr4/3/11/010/56/031000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",031000,031000,,,,,Operational,Original
bufr4/3/11/010/57/011037,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011037,011037,Taux de dissipation des tourbillons,,,,Operational,Original
bufr4/3/11/010/58/011077,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",011077,011077,,,,,Operational,Original
bufr4/3/11/010/59/103000,11,Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311010,"(Modèle BUFR pour les données AMDAR, version 7)",103000,103000,,,,,Operational,Original
