ID,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translation_source
bufr4/3/06/011/2/001075,06,Séquences météorologiques ou océanographiques communes,306011,"(Séquence pour la représentation de l'identification de la station d'observation des marées, du mode de transmission, de l'heure de transmission du message et de l'heure de référence à consigner dans les séries chronologiques)",,001075,Identification de la station d'observation des marées,Identification alphanumérique (5 caractères),,,Operational,Original
bufr4/3/06/011/3/002147,06,Séquences météorologiques ou océanographiques communes,306011,"(Séquence pour la représentation de l'identification de la station d'observation des marées, du mode de transmission, de l'heure de transmission du message et de l'heure de référence à consigner dans les séries chronologiques)",,002147,Mode de transmission au centre de collecte des données,,,,Operational,Original
bufr4/3/06/011/4/301011,06,Séquences météorologiques ou océanographiques communes,306011,"(Séquence pour la représentation de l'identification de la station d'observation des marées, du mode de transmission, de l'heure de transmission du message et de l'heure de référence à consigner dans les séries chronologiques)",,301011,"Année, mois, jour",,,,Operational,Original
bufr4/3/06/011/5/301013,06,Séquences météorologiques ou océanographiques communes,306011,"(Séquence pour la représentation de l'identification de la station d'observation des marées, du mode de transmission, de l'heure de transmission du message et de l'heure de référence à consigner dans les séries chronologiques)",,301013,"Heure, minute, seconde",,,,Operational,Original
bufr4/3/06/012/1/002007,06,Séquences météorologiques ou océanographiques communes,306012,"(Séquence pour la représentation du type de capteur, de la caractéristique du capteur et du mode de fonctionnement)",,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,,,,Operational,Original
bufr4/3/06/012/2/008015,06,Séquences météorologiques ou océanographiques communes,306012,"(Séquence pour la représentation du type de capteur, de la caractéristique du capteur et du mode de fonctionnement)",,008015,Caractéristique du capteur,,,,Operational,Original
bufr4/3/06/012/3/008032,06,Séquences météorologiques ou océanographiques communes,306012,"(Séquence pour la représentation du type de capteur, de la caractéristique du capteur et du mode de fonctionnement)",,008032,Mode de fonctionnement,,,,Operational,Original
bufr4/3/06/012/4/306029,06,Séquences météorologiques ou océanographiques communes,306012,"(Séquence pour la représentation du type de capteur, de la caractéristique du capteur et du mode de fonctionnement)",,306029,Séquence pour la représentation des informations d'échantillonnage provenant du tsunamimètre relatives aux hauteurs de la colonne d'eau dans les séries chronologiques,,,,Operational,Original
bufr4/3/06/013/1/306012,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,306012,"Séquence pour la représentation du type de capteur, de la caractéristique du capteur et du mode de fonctionnement",,,,Operational,Original
bufr4/3/06/013/2/301011,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,301011,"Année, mois, jour",Date de référence pour les séries chronologiques,,,Operational,Original
bufr4/3/06/013/3/301013,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,301013,"Heure, minute, seconde",Heure de référence pour les séries chronologiques,,,Operational,Original
bufr4/3/06/013/4/022120,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,022120,Vérification automatique du niveau d'eau à la station d'observation des marées,,,,Operational,Original
bufr4/3/06/013/5/022121,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,022121,Vérification manuelle du niveau d'eau à la station d'observation des marées,,,,Operational,Original
bufr4/3/06/013/6/004015,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,004015,Incrément temporel,Ajouté pour réinitialiser l'heure de référence,,,Operational,Original
bufr4/3/06/013/7/004065,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,004065,Incrément de courte durée,Ajouté à chaque valeur dans les séries chronologiques,,,Operational,Original
bufr4/3/06/013/8/102000,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,102000,Répétition différée de 2 descripteurs,,,,Operational,Original
bufr4/3/06/013/9/031001,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/06/013/10/022038,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,022038,Hauteur des marées par rapport au zéro local des cartes,,,,Operational,Original
bufr4/3/06/013/11/022040,06,Séquences météorologiques ou océanographiques communes,306013,(Séquence pour la représentation du niveau et de la hauteur résiduelle de la mer dans les séries chronologiques),,022040,Hauteur résiduelle météorologique des marées,,,,Operational,Original
bufr4/3/06/014/1/306012,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,306012,"Séquence pour la représentation du type de capteur, de la caractéristique du capteur et du mode de fonctionnement",,,,Operational,Original
bufr4/3/06/014/2/301011,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,301011,"Année, mois, jour",Date de référence pour les séries chronologiques,,,Operational,Original
bufr4/3/06/014/3/301013,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,301013,"Heure, minute, seconde",Heure de référence pour les séries chronologiques,,,Operational,Original
bufr4/3/06/014/4/022120,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,022120,Vérification automatique du niveau d'eau à la station d'observation des marées,,,,Operational,Original
bufr4/3/06/014/5/022121,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,022121,Vérification manuelle du niveau d'eau à la station d'observation des marées,,,,Operational,Original
bufr4/3/06/014/6/004015,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,004015,Incrément temporel,Ajouté pour réinitialiser l'heure de référence,,,Operational,Original
bufr4/3/06/014/7/004065,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,004065,Incrément de courte durée,Ajouté à chaque valeur dans les séries chronologiques,,,Operational,Original
bufr4/3/06/014/8/101000,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/06/014/9/031001,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/06/014/10/022038,06,Séquences météorologiques ou océanographiques communes,306014,"(Séquence pour la représentation de la hauteur d'eau dans les séries chronologiques, similaire à 3 06 013 mais sans la hauteur résiduelle)",,022038,Hauteur des marées par rapport au zéro local des cartes,,,,Operational,Original
bufr4/3/06/016/1/301011,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,301011,"Année, mois, jour",Date de référence pour les séries chronologiques,,,Operational,Original
bufr4/3/06/016/2/301013,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,301013,"Heure, minute, seconde",Heure de référence pour les séries chronologiques,,,Operational,Original
bufr4/3/06/016/3/010004,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,010004,Pression,Au niveau de la station,,,Operational,Original
bufr4/3/06/016/4/010051,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,010051,Pression ramenée au niveau moyen de la mer,,,,Operational,Original
bufr4/3/06/016/5/302032,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,302032,Données sur la température et l'humidité,,,,Operational,Original
bufr4/3/06/016/6/007032,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,,,Operational,Original
bufr4/3/06/016/7/002002,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,002002,Type d'instrument pour la mesure du vent,,,,Operational,Original
bufr4/3/06/016/8/008021,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,008021,Caractéristique temporelle,= 2 Moyenne sur une certaine période,,,Operational,Original
bufr4/3/06/016/9/004025,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,004025,Période ou décalage dans le temps,"Ex. = 1 pour 1 minute, = 10 pour 10 minutes",,,Operational,Original
bufr4/3/06/016/10/011001,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,011001,Direction du vent,,,,Operational,Original
bufr4/3/06/016/11/011002,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/06/016/12/004025,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,004025,Période ou décalage dans le temps,En minutes,,,Operational,Original
bufr4/3/06/016/13/011043,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,011043,Direction de la rafale maximale,,,,Operational,Original
bufr4/3/06/016/14/011041,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,011041,Vitesse de la rafale maximale,,,,Operational,Original
bufr4/3/06/016/15/025026,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,025026,Tension de la batterie (grande portée),Tension de la batterie de la station météorologique automatique,,,Operational,Original
bufr4/3/06/016/16/012060,06,Séquences météorologiques ou océanographiques communes,306016,(Séquence pour la représentation des données météorologiques auxiliaires en relation avec les données du niveau d'eau),,012060,Température à l'intérieur de la station météorologique automatique,,,,Operational,Original
bufr4/3/06/017/1/002032,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,002032,Indicateur de numérisation,= 0 Profondeurs des capteurs à poste fixe,,,Operational,Original
bufr4/3/06/017/2/008034,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008034,Indicateur de la mesure de la température ou de la salinité,,,,Operational,Original
bufr4/3/06/017/3/106000,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,106000,Répétition différée de 6 descripteurs,,,,Operational,Original
bufr4/3/06/017/4/031002,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,031002,Facteur élargi de répétition différée du descripteur,Nombre de profondeurs,,,Operational,Original
bufr4/3/06/017/5/007065,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,007065,Pression hydrostatique,En Pa,,,Operational,Original
bufr4/3/06/017/6/008080,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational,Original
bufr4/3/06/017/7/033050,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational,Original
bufr4/3/06/017/8/022045,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,022045,Température de la mer/de l'eau,En K à 3 décimales près,,,Operational,Original
bufr4/3/06/017/9/008080,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational,Original
bufr4/3/06/017/10/033050,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational,Original
bufr4/3/06/017/11/008034,06,Séquences météorologiques ou océanographiques communes,306017,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008034,Indicateur de la mesure de la température ou de la salinité,Mis à valeur manquante (annuler),,,Operational,Original
bufr4/3/06/018/1/002032,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,002032,Indicateur de numérisation,= 0 Profondeurs des capteurs à poste fixe,,,Operational,Original
bufr4/3/06/018/2/008034,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008034,Indicateur de la mesure de la température ou de la salinité,,,,Operational,Original
bufr4/3/06/018/3/109000,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,109000,Répétition différée de 9 descripteurs,,,,Operational,Original
bufr4/3/06/018/4/031002,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,031002,Facteur élargi de répétition différée du descripteur,Nombre de profondeurs,,,Operational,Original
bufr4/3/06/018/5/007065,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,007065,Pression hydrostatique,En Pa,,,Operational,Original
bufr4/3/06/018/6/008080,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational,Original
bufr4/3/06/018/7/033050,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational,Original
bufr4/3/06/018/8/022045,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,022045,Température de la mer/de l'eau,En K à 3 décimales près,,,Operational,Original
bufr4/3/06/018/9/008080,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational,Original
bufr4/3/06/018/10/033050,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational,Original
bufr4/3/06/018/11/022064,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,022064,Salinité,,,,Operational,Original
bufr4/3/06/018/12/008080,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational,Original
bufr4/3/06/018/13/033050,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational,Original
bufr4/3/06/018/14/008034,06,Séquences météorologiques ou océanographiques communes,306018,(Profil de la température sous la surface (exactitude/précision élevée) avec indicateurs de qualité),,008034,Indicateur de la mesure de la température ou de la salinité,Mis à valeur manquante (annuler),,,Operational,Original
bufr4/3/06/019/1/001075,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,001075,Identification de la station d'observation des marées,Alphanumérique,,,Operational,Original
bufr4/3/06/019/2/301011,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,301011,"Année, mois, jour",,,,Operational,Original
bufr4/3/06/019/3/301012,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,301012,"Heure, minute",,,,Operational,Original
bufr4/3/06/019/4/022042,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,022042,Température de la mer/de l'eau,,,,Operational,Original
bufr4/3/06/019/5/022120,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,022120,Vérification automatique du niveau d'eau à la station d'observation des marées,,,,Operational,Original
bufr4/3/06/019/6/022121,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,022121,Vérification manuelle du niveau d'eau à la station d'observation des marées,,,,Operational,Original
bufr4/3/06/019/7/004015,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,004015,Incrément temporel,Minutes,(voir note 1),42,Operational,Original
bufr4/3/06/019/8/004065,06,Séquences météorologiques ou océanographiques communes,306019,"(Identification du message sur les marées, vérification du niveau d'eau, incrément temporel)",,004065,Incrément de courte durée,,,,Operational,Original
bufr4/3/06/020/1/001075,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,001075,Identification de la station d'observation des marées,Alphanumérique,(voir note 2),69,Operational,Original
bufr4/3/06/020/2/301011,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,301011,"Année, mois, jour",,(voir note 2),69,Operational,Original
bufr4/3/06/020/3/301012,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,301012,"Heure, minute",,(voir note 2),69,Operational,Original
bufr4/3/06/020/4/022042,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,022042,Température de la mer/de l'eau,,(voir note 2),69,Operational,Original
bufr4/3/06/020/5/022120,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,022120,Vérification automatique du niveau d'eau à la station d'observation des marées,,(voir note 2),69,Operational,Original
bufr4/3/06/020/6/022121,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,022121,Vérification manuelle du niveau d'eau à la station d'observation des marées,,(voir note 2),69,Operational,Original
bufr4/3/06/020/7/004075,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,004075,Période ou décalage dans le temps de courte durée,,(voir note 2),69,Operational,Original
bufr4/3/06/020/8/004065,06,Séquences météorologiques ou océanographiques communes,306020,"(Identification du message sur les marées, vérification du niveau d'eau, période ou décalage dans le temps, incrément temporel)",,004065,Incrément de courte durée,,(voir note 2),69,Operational,Original
bufr4/3/06/021/1/001075,06,Séquences météorologiques ou océanographiques communes,306021,(Paramètres météorologiques de la station d'observation des marées),,001075,Identification de la station d'observation des marées,Alphanumérique,,,Operational,Original
bufr4/3/06/021/2/301011,06,Séquences météorologiques ou océanographiques communes,306021,(Paramètres météorologiques de la station d'observation des marées),,301011,"Année, mois, jour",,,,Operational,Original
bufr4/3/06/021/3/301012,06,Séquences météorologiques ou océanographiques communes,306021,(Paramètres météorologiques de la station d'observation des marées),,301012,"Heure, minute",,,,Operational,Original
bufr4/3/06/021/4/022122,06,Séquences météorologiques ou océanographiques communes,306021,(Paramètres météorologiques de la station d'observation des marées),,022122,Vérification automatique des données météorologiques à la station d'observation des marées,,,,Operational,Original
